timestamp,zone_name,crowd_count,density_per_m2,temperature,humidity,festival_day,weekend,queue_length,entry_rate,exit_rate,risk_level,target_next_density
2026-06-01 03:00:00,Food Court,174,0.22,22.6,66.7,1,0,46,8,8,LOW,0.16
2026-06-01 03:00:00,Main Sanctum,335,1.34,22.6,66.7,1,0,197,19,15,LOW,0.84
2026-06-01 03:00:00,North Entry Gate,388,0.97,22.6,66.7,1,0,194,46,15,LOW,0.69
2026-06-01 03:00:00,Parking Area,461,0.18,22.6,66.7,1,0,13,19,23,LOW,0.15
2026-06-01 03:00:00,South Exit,279,0.8,22.6,66.7,1,0,26,7,36,LOW,0.54
2026-06-01 03:00:00,VIP Entrance,111,0.56,22.6,66.7,1,0,13,6,5,LOW,0.33
2026-06-01 03:30:00,Food Court,127,0.16,22.2,82.9,1,0,34,7,7,LOW,0.11
2026-06-01 03:30:00,Main Sanctum,210,0.84,22.2,82.9,1,0,127,11,9,LOW,0.62
2026-06-01 03:30:00,North Entry Gate,274,0.69,22.2,82.9,1,0,114,32,13,LOW,0.43
2026-06-01 03:30:00,Parking Area,386,0.15,22.2,82.9,1,0,8,20,16,LOW,0.08
2026-06-01 03:30:00,South Exit,190,0.54,22.2,82.9,1,0,14,4,26,LOW,0.36
2026-06-01 03:30:00,VIP Entrance,65,0.33,22.2,82.9,1,0,10,3,4,LOW,0.23
2026-06-01 04:00:00,Food Court,85,0.11,24.2,74.1,1,0,21,4,4,LOW,0.06
2026-06-01 04:00:00,Main Sanctum,156,0.62,24.2,74.1,1,0,100,7,7,LOW,0.34
2026-06-01 04:00:00,North Entry Gate,172,0.43,24.2,74.1,1,0,73,19,7,LOW,0.29
2026-06-01 04:00:00,Parking Area,210,0.08,24.2,74.1,1,0,2,10,10,LOW,0.06
2026-06-01 04:00:00,South Exit,126,0.36,24.2,74.1,1,0,10,4,16,LOW,0.22
2026-06-01 04:00:00,VIP Entrance,47,0.23,24.2,74.1,1,0,8,2,2,LOW,0.15
2026-06-01 04:30:00,Food Court,46,0.06,24.9,63.3,1,0,13,2,3,LOW,1.71
2026-06-01 04:30:00,Main Sanctum,86,0.34,24.9,63.3,1,0,54,4,5,LOW,9.44
2026-06-01 04:30:00,North Entry Gate,117,0.29,24.9,63.3,1,0,47,14,6,LOW,8.53
2026-06-01 04:30:00,Parking Area,142,0.06,24.9,63.3,1,0,3,6,8,LOW,1.57
2026-06-01 04:30:00,South Exit,78,0.22,24.9,63.3,1,0,6,2,11,LOW,6.4
2026-06-01 04:30:00,VIP Entrance,31,0.15,24.9,63.3,1,0,4,2,2,LOW,4.07
2026-06-01 05:00:00,Food Court,1367,1.71,27.3,51.4,1,0,329,75,68,MODERATE,2.18
2026-06-01 05:00:00,Main Sanctum,2361,9.44,27.3,51.4,1,0,1578,116,96,CRITICAL,12.75
2026-06-01 05:00:00,North Entry Gate,3413,8.53,27.3,51.4,1,0,1472,379,157,CRITICAL,10.7
2026-06-01 05:00:00,Parking Area,3923,1.57,27.3,51.4,1,0,94,233,231,MODERATE,1.68
2026-06-01 05:00:00,South Exit,2241,6.4,27.3,51.4,1,0,250,61,286,CRITICAL,7.84
2026-06-01 05:00:00,VIP Entrance,814,4.07,27.3,51.4,1,0,95,41,42,HIGH,5.41
2026-06-01 05:30:00,Food Court,1746,2.18,26.8,57.0,1,0,383,96,102,MODERATE,2.66
2026-06-01 05:30:00,Main Sanctum,3188,12.75,26.8,57.0,1,0,1972,157,156,CRITICAL,14.78
2026-06-01 05:30:00,North Entry Gate,4280,10.7,26.8,57.0,1,0,1590,557,211,CRITICAL,11.09
2026-06-01 05:30:00,Parking Area,4210,1.68,26.8,57.0,1,0,93,195,190,MODERATE,2.27
2026-06-01 05:30:00,South Exit,2743,7.84,26.8,57.0,1,0,308,81,408,CRITICAL,7.81
2026-06-01 05:30:00,VIP Entrance,1081,5.41,26.8,57.0,1,0,163,57,61,CRITICAL,5.21
2026-06-01 06:00:00,Food Court,2126,2.66,27.4,57.3,1,0,550,110,115,MODERATE,2.75
2026-06-01 06:00:00,Main Sanctum,3694,14.78,27.4,57.3,1,0,1897,153,148,CRITICAL,13.3
2026-06-01 06:00:00,North Entry Gate,4434,11.09,27.4,57.3,1,0,1701,535,239,CRITICAL,10.82
2026-06-01 06:00:00,Parking Area,5674,2.27,27.4,57.3,1,0,127,259,305,MODERATE,2.39
2026-06-01 06:00:00,South Exit,2733,7.81,27.4,57.3,1,0,266,67,398,CRITICAL,7.81
2026-06-01 06:00:00,VIP Entrance,1042,5.21,27.4,57.3,1,0,162,44,59,CRITICAL,5.41
2026-06-01 06:30:00,Food Court,2202,2.75,31.3,40.8,1,0,503,96,120,MODERATE,2.74
2026-06-01 06:30:00,Main Sanctum,3325,13.3,31.3,40.8,1,0,2122,190,160,CRITICAL,14.17
2026-06-01 06:30:00,North Entry Gate,4328,10.82,31.3,40.8,1,0,1524,483,209,CRITICAL,12.04
2026-06-01 06:30:00,Parking Area,5973,2.39,31.3,40.8,1,0,147,305,265,MODERATE,2.15
2026-06-01 06:30:00,South Exit,2733,7.81,31.3,40.8,1,0,250,59,365,CRITICAL,9.03
2026-06-01 06:30:00,VIP Entrance,1082,5.41,31.3,40.8,1,0,173,61,55,CRITICAL,5.91
2026-06-01 07:00:00,Food Court,2189,2.74,27.6,57.0,1,0,493,119,114,MODERATE,2.59
2026-06-01 07:00:00,Main Sanctum,3543,14.17,27.6,57.0,1,0,1910,182,150,CRITICAL,13.78
2026-06-01 07:00:00,North Entry Gate,4814,12.04,27.6,57.0,1,0,2470,573,205,CRITICAL,12.34
2026-06-01 07:00:00,Parking Area,5370,2.15,27.6,57.0,1,0,141,258,226,MODERATE,2.35
2026-06-01 07:00:00,South Exit,3160,9.03,27.6,57.0,1,0,316,75,434,CRITICAL,9.81
2026-06-01 07:00:00,VIP Entrance,1181,5.91,27.6,57.0,1,0,185,58,55,CRITICAL,5.99
2026-06-01 07:30:00,Food Court,2074,2.59,32.4,42.2,1,0,478,111,122,MODERATE,2.96
2026-06-01 07:30:00,Main Sanctum,3445,13.78,32.4,42.2,1,0,1821,202,184,CRITICAL,15.32
2026-06-01 07:30:00,North Entry Gate,4937,12.34,32.4,42.2,1,0,1855,636,262,CRITICAL,12.48
2026-06-01 07:30:00,Parking Area,5880,2.35,32.4,42.2,1,0,133,338,257,MODERATE,2.68
2026-06-01 07:30:00,South Exit,3435,9.81,32.4,42.2,1,0,333,110,514,CRITICAL,9.68
2026-06-01 07:30:00,VIP Entrance,1198,5.99,32.4,42.2,1,0,142,63,72,CRITICAL,6.32
2026-06-01 08:00:00,Food Court,2365,2.96,32.9,41.7,1,0,611,96,113,MODERATE,2.98
2026-06-01 08:00:00,Main Sanctum,3831,15.32,32.9,41.7,1,0,2284,202,212,CRITICAL,17.2
2026-06-01 08:00:00,North Entry Gate,4994,12.48,32.9,41.7,1,0,1894,586,269,CRITICAL,13.61
2026-06-01 08:00:00,Parking Area,6711,2.68,32.9,41.7,1,0,156,366,355,MODERATE,2.35
2026-06-01 08:00:00,South Exit,3389,9.68,32.9,41.7,1,0,282,101,466,CRITICAL,9.99
2026-06-01 08:00:00,VIP Entrance,1263,6.32,32.9,41.7,1,0,176,62,65,CRITICAL,6.17
2026-06-01 08:30:00,Food Court,2380,2.98,31.5,46.2,1,0,592,97,114,MODERATE,2.93
2026-06-01 08:30:00,Main Sanctum,4300,17.2,31.5,46.2,1,0,2416,193,250,CRITICAL,16.3
2026-06-01 08:30:00,North Entry Gate,5444,13.61,31.5,46.2,1,0,2405,690,281,CRITICAL,11.73
2026-06-01 08:30:00,Parking Area,5867,2.35,31.5,46.2,1,0,158,341,266,MODERATE,2.87
2026-06-01 08:30:00,South Exit,3495,9.99,31.5,46.2,1,0,363,87,533,CRITICAL,8.87
2026-06-01 08:30:00,VIP Entrance,1233,6.17,31.5,46.2,1,0,205,56,55,CRITICAL,5.78
2026-06-01 09:00:00,Food Court,2342,2.93,35.0,32.1,1,0,671,133,122,MODERATE,2.92
2026-06-01 09:00:00,Main Sanctum,4076,16.3,35.0,32.1,1,0,2131,190,191,CRITICAL,16.44
2026-06-01 09:00:00,North Entry Gate,4691,11.73,35.0,32.1,1,0,1997,550,208,CRITICAL,12.47
2026-06-01 09:00:00,Parking Area,7185,2.87,35.0,32.1,1,0,186,366,414,MODERATE,2.72
2026-06-01 09:00:00,South Exit,3105,8.87,35.0,32.1,1,0,320,92,447,CRITICAL,9.41
2026-06-01 09:00:00,VIP Entrance,1156,5.78,35.0,32.1,1,0,155,50,67,CRITICAL,6.52
2026-06-01 09:30:00,Food Court,2335,2.92,34.8,33.0,1,0,575,133,108,MODERATE,2.58
2026-06-01 09:30:00,Main Sanctum,4110,16.44,34.8,33.0,1,0,2357,212,246,CRITICAL,16.9
2026-06-01 09:30:00,North Entry Gate,4987,12.47,34.8,33.0,1,0,2126,611,242,CRITICAL,12.79
2026-06-01 09:30:00,Parking Area,6797,2.72,34.8,33.0,1,0,168,300,371,MODERATE,2.45
2026-06-01 09:30:00,South Exit,3292,9.41,34.8,33.0,1,0,266,100,475,CRITICAL,7.67
2026-06-01 09:30:00,VIP Entrance,1304,6.52,34.8,33.0,1,0,189,56,69,CRITICAL,6.26
2026-06-01 10:00:00,Food Court,2066,2.58,34.5,36.6,1,0,431,106,118,MODERATE,2.67
2026-06-01 10:00:00,Main Sanctum,4225,16.9,34.5,36.6,1,0,2817,248,211,CRITICAL,14.92
2026-06-01 10:00:00,North Entry Gate,5118,12.79,34.5,36.6,1,0,1956,619,204,CRITICAL,10.95
2026-06-01 10:00:00,Parking Area,6124,2.45,34.5,36.6,1,0,150,338,312,MODERATE,2.04
2026-06-01 10:00:00,South Exit,2684,7.67,34.5,36.6,1,0,239,74,395,CRITICAL,8.35
2026-06-01 10:00:00,VIP Entrance,1253,6.26,34.5,36.6,1,0,180,67,54,CRITICAL,5.37
2026-06-01 10:30:00,Food Court,2135,2.67,34.0,36.1,1,0,496,118,99,MODERATE,2.91
2026-06-01 10:30:00,Main Sanctum,3730,14.92,34.0,36.1,1,0,2055,186,180,CRITICAL,12.88
2026-06-01 10:30:00,North Entry Gate,4379,10.95,34.0,36.1,1,0,1873,514,219,CRITICAL,10.56
2026-06-01 10:30:00,Parking Area,5110,2.04,34.0,36.1,1,0,139,276,245,MODERATE,1.93
2026-06-01 10:30:00,South Exit,2924,8.35,34.0,36.1,1,0,298,76,386,CRITICAL,7.73
2026-06-01 10:30:00,VIP Entrance,1073,5.37,34.0,36.1,1,0,131,60,64,CRITICAL,5.02
2026-06-01 11:00:00,Food Court,2327,2.91,36.4,33.5,1,0,477,115,123,MODERATE,2.03
2026-06-01 11:00:00,Main Sanctum,3220,12.88,36.4,33.5,1,0,2177,164,181,CRITICAL,11.44
2026-06-01 11:00:00,North Entry Gate,4223,10.56,36.4,33.5,1,0,1848,517,235,CRITICAL,7.82
2026-06-01 11:00:00,Parking Area,4826,1.93,36.4,33.5,1,0,99,279,193,MODERATE,1.55
2026-06-01 11:00:00,South Exit,2707,7.73,36.4,33.5,1,0,225,72,402,CRITICAL,6.38
2026-06-01 11:00:00,VIP Entrance,1004,5.02,36.4,33.5,1,0,135,46,53,CRITICAL,5.11
2026-06-01 11:30:00,Food Court,1622,2.03,35.1,34.8,1,0,346,94,92,MODERATE,3.26
2026-06-01 11:30:00,Main Sanctum,2860,11.44,35.1,34.8,1,0,1844,169,123,CRITICAL,8.11
2026-06-01 11:30:00,North Entry Gate,3128,7.82,35.1,34.8,1,0,1525,401,186,CRITICAL,5.58
2026-06-01 11:30:00,Parking Area,3876,1.55,35.1,34.8,1,0,109,180,220,MODERATE,1.35
2026-06-01 11:30:00,South Exit,2233,6.38,35.1,34.8,1,0,230,67,308,CRITICAL,5.06
2026-06-01 11:30:00,VIP Entrance,1021,5.11,35.1,34.8,1,0,139,58,59,CRITICAL,3.11
2026-06-01 12:00:00,Food Court,2606,3.26,34.3,42.7,1,0,703,107,119,HIGH,4.37
2026-06-01 12:00:00,Main Sanctum,2028,8.11,34.3,42.7,1,0,1227,107,96,CRITICAL,8.62
2026-06-01 12:00:00,North Entry Gate,2234,5.58,34.3,42.7,1,0,958,255,94,CRITICAL,6.43
2026-06-01 12:00:00,Parking Area,3377,1.35,34.3,42.7,1,0,87,159,191,LOW,1.52
2026-06-01 12:00:00,South Exit,1771,5.06,34.3,42.7,1,0,164,41,246,CRITICAL,4.92
2026-06-01 12:00:00,VIP Entrance,622,3.11,34.3,42.7,1,0,96,32,31,HIGH,3.02
2026-06-01 12:30:00,Food Court,3495,4.37,35.5,36.0,1,0,900,159,149,HIGH,4.83
2026-06-01 12:30:00,Main Sanctum,2155,8.62,35.5,36.0,1,0,1217,87,105,CRITICAL,8.25
2026-06-01 12:30:00,North Entry Gate,2572,6.43,35.5,36.0,1,0,1095,300,131,CRITICAL,6.99
2026-06-01 12:30:00,Parking Area,3793,1.52,35.5,36.0,1,0,87,198,220,MODERATE,1.61
2026-06-01 12:30:00,South Exit,1723,4.92,35.5,36.0,1,0,149,53,252,CRITICAL,5.69
2026-06-01 12:30:00,VIP Entrance,604,3.02,35.5,36.0,1,0,83,33,31,HIGH,3.48
2026-06-01 13:00:00,Food Court,3868,4.83,35.2,37.7,1,0,970,167,169,CRITICAL,5.14
2026-06-01 13:00:00,Main Sanctum,2062,8.25,35.2,37.7,1,0,1254,108,102,CRITICAL,10.2
2026-06-01 13:00:00,North Entry Gate,2795,6.99,35.2,37.7,1,0,1052,330,145,CRITICAL,7.25
2026-06-01 13:00:00,Parking Area,4014,1.61,35.2,37.7,1,0,99,217,174,MODERATE,1.59
2026-06-01 13:00:00,South Exit,1991,5.69,35.2,37.7,1,0,188,49,286,CRITICAL,4.83
2026-06-01 13:00:00,VIP Entrance,695,3.48,35.2,37.7,1,0,110,28,29,HIGH,3.77
2026-06-01 13:30:00,Food Court,4113,5.14,35.5,33.9,1,0,955,215,234,CRITICAL,5.28
2026-06-01 13:30:00,Main Sanctum,2550,10.2,35.5,33.9,1,0,1461,136,124,CRITICAL,9.24
2026-06-01 13:30:00,North Entry Gate,2898,7.25,35.5,33.9,1,0,1161,359,124,CRITICAL,8.95
2026-06-01 13:30:00,Parking Area,3969,1.59,35.5,33.9,1,0,93,160,221,MODERATE,1.63
2026-06-01 13:30:00,South Exit,1691,4.83,35.5,33.9,1,0,170,47,236,CRITICAL,5.85
2026-06-01 13:30:00,VIP Entrance,754,3.77,35.5,33.9,1,0,99,38,41,HIGH,3.38
2026-06-01 14:00:00,Food Court,4222,5.28,34.7,36.4,1,0,995,241,252,CRITICAL,4.81
2026-06-01 14:00:00,Main Sanctum,2311,9.24,34.7,36.4,1,0,1380,137,125,CRITICAL,9.86
2026-06-01 14:00:00,North Entry Gate,3578,8.95,34.7,36.4,1,0,1792,423,156,CRITICAL,7.43
2026-06-01 14:00:00,Parking Area,4073,1.63,34.7,36.4,1,0,92,204,169,MODERATE,1.43
2026-06-01 14:00:00,South Exit,2046,5.85,34.7,36.4,1,0,201,62,297,CRITICAL,5.35
2026-06-01 14:00:00,VIP Entrance,675,3.38,34.7,36.4,1,0,104,29,30,HIGH,3.86
2026-06-01 14:30:00,Food Court,3850,4.81,35.8,37.8,1,0,955,214,214,CRITICAL,1.51
2026-06-01 14:30:00,Main Sanctum,2466,9.86,35.8,37.8,1,0,1584,142,129,CRITICAL,9.62
2026-06-01 14:30:00,North Entry Gate,2973,7.43,35.8,37.8,1,0,1219,335,129,CRITICAL,7.42
2026-06-01 14:30:00,Parking Area,3580,1.43,35.8,37.8,1,0,88,158,171,LOW,1.63
2026-06-01 14:30:00,South Exit,1874,5.35,35.8,37.8,1,0,157,45,241,CRITICAL,5.52
2026-06-01 14:30:00,VIP Entrance,772,3.86,35.8,37.8,1,0,109,45,31,HIGH,4.11
2026-06-01 15:00:00,Food Court,1210,1.51,34.5,35.4,1,0,303,63,53,MODERATE,1.6
2026-06-01 15:00:00,Main Sanctum,2405,9.62,34.5,35.4,1,0,1498,105,124,CRITICAL,7.84
2026-06-01 15:00:00,North Entry Gate,2970,7.42,34.5,35.4,1,0,1242,328,134,CRITICAL,7.89
2026-06-01 15:00:00,Parking Area,4086,1.63,34.5,35.4,1,0,99,215,208,MODERATE,1.34
2026-06-01 15:00:00,South Exit,1932,5.52,34.5,35.4,1,0,159,51,247,CRITICAL,4.49
2026-06-01 15:00:00,VIP Entrance,821,4.11,34.5,35.4,1,0,111,40,34,HIGH,3.02
2026-06-01 15:30:00,Food Court,1279,1.6,32.7,43.5,1,0,347,61,52,MODERATE,2.08
2026-06-01 15:30:00,Main Sanctum,1961,7.84,32.7,43.5,1,0,1428,105,101,CRITICAL,11.74
2026-06-01 15:30:00,North Entry Gate,3157,7.89,32.7,43.5,1,0,1428,394,150,CRITICAL,9.36
2026-06-01 15:30:00,Parking Area,3355,1.34,32.7,43.5,1,0,72,175,148,LOW,1.8
2026-06-01 15:30:00,South Exit,1570,4.49,32.7,43.5,1,0,153,34,198,HIGH,6.91
2026-06-01 15:30:00,VIP Entrance,603,3.02,32.7,43.5,1,0,100,35,31,HIGH,4.07
2026-06-01 16:00:00,Food Court,1662,2.08,30.9,46.5,1,0,354,94,68,MODERATE,2.17
2026-06-01 16:00:00,Main Sanctum,2934,11.74,30.9,46.5,1,0,2131,161,137,CRITICAL,13.36
2026-06-01 16:00:00,North Entry Gate,3742,9.36,30.9,46.5,1,0,1801,471,167,CRITICAL,8.73
2026-06-01 16:00:00,Parking Area,4503,1.8,30.9,46.5,1,0,92,241,243,MODERATE,2.18
2026-06-01 16:00:00,South Exit,2418,6.91,30.9,46.5,1,0,239,72,360,CRITICAL,7.92
2026-06-01 16:00:00,VIP Entrance,813,4.07,30.9,46.5,1,0,95,36,42,HIGH,4.89
2026-06-01 16:30:00,Food Court,1735,2.17,32.5,41.7,1,0,461,99,101,MODERATE,2.7
2026-06-01 16:30:00,Main Sanctum,3339,13.36,32.5,41.7,1,0,1521,152,186,CRITICAL,14.64
2026-06-01 16:30:00,North Entry Gate,3493,8.73,32.5,41.7,1,0,1654,405,187,CRITICAL,11.34
2026-06-01 16:30:00,Parking Area,5458,2.18,32.5,41.7,1,0,121,265,241,MODERATE,2.18
2026-06-01 16:30:00,South Exit,2771,7.92,32.5,41.7,1,0,200,88,369,CRITICAL,7.75
2026-06-01 16:30:00,VIP Entrance,978,4.89,32.5,41.7,1,0,160,56,52,CRITICAL,6.06
2026-06-01 17:00:00,Food Court,2162,2.7,31.0,43.5,1,0,511,91,109,MODERATE,2.68
2026-06-01 17:00:00,Main Sanctum,3660,14.64,31.0,43.5,1,0,2503,183,204,CRITICAL,16.15
2026-06-01 17:00:00,North Entry Gate,4535,11.34,31.0,43.5,1,0,2147,548,188,CRITICAL,12.28
2026-06-01 17:00:00,Parking Area,5455,2.18,31.0,43.5,1,0,131,241,249,MODERATE,2.2
2026-06-01 17:00:00,South Exit,2712,7.75,31.0,43.5,1,0,271,75,387,CRITICAL,9.9
2026-06-01 17:00:00,VIP Entrance,1212,6.06,31.0,43.5,1,0,191,69,59,CRITICAL,6.03
2026-06-01 17:30:00,Food Court,2144,2.68,32.2,41.2,1,0,568,108,120,MODERATE,3.04
2026-06-01 17:30:00,Main Sanctum,4038,16.15,32.2,41.2,1,0,2460,232,228,CRITICAL,13.7
2026-06-01 17:30:00,North Entry Gate,4912,12.28,32.2,41.2,1,0,2224,596,215,CRITICAL,10.73
2026-06-01 17:30:00,Parking Area,5493,2.2,32.2,41.2,1,0,122,245,255,MODERATE,2.43
2026-06-01 17:30:00,South Exit,3465,9.9,32.2,41.2,1,0,314,108,513,CRITICAL,11.22
2026-06-01 17:30:00,VIP Entrance,1206,6.03,32.2,41.2,1,0,188,59,58,CRITICAL,6.24
2026-06-01 18:00:00,Food Court,2433,3.04,28.3,52.3,1,0,532,126,103,HIGH,3.11
2026-06-01 18:00:00,Main Sanctum,3424,13.7,28.3,52.3,1,0,1969,188,196,CRITICAL,18.2
2026-06-01 18:00:00,North Entry Gate,4294,10.73,28.3,52.3,1,0,1611,538,205,CRITICAL,12.74
2026-06-01 18:00:00,Parking Area,6071,2.43,28.3,52.3,1,0,120,332,350,MODERATE,2.85
2026-06-01 18:00:00,South Exit,3927,11.22,28.3,52.3,1,0,383,107,527,CRITICAL,9.72
2026-06-01 18:00:00,VIP Entrance,1248,6.24,28.3,52.3,1,0,161,54,56,CRITICAL,7.04
2026-06-01 18:30:00,Food Court,2490,3.11,28.9,55.1,1,0,616,124,146,HIGH,10.15
2026-06-01 18:30:00,Main Sanctum,4549,18.2,28.9,55.1,1,0,2790,251,261,CRITICAL,19.28
2026-06-01 18:30:00,North Entry Gate,5096,12.74,28.9,55.1,1,0,1878,642,264,CRITICAL,14.69
2026-06-01 18:30:00,Parking Area,7134,2.85,28.9,55.1,1,0,138,367,289,MODERATE,2.85
2026-06-01 18:30:00,South Exit,3403,9.72,28.9,55.1,1,0,383,88,501,CRITICAL,11.35
2026-06-01 18:30:00,VIP Entrance,1408,7.04,28.9,55.1,1,0,202,71,60,CRITICAL,7.08
2026-06-01 19:00:00,Food Court,8122,10.15,26.5,63.6,1,0,1930,358,346,CRITICAL,9.19
2026-06-01 19:00:00,Main Sanctum,4819,19.28,26.5,63.6,1,0,3277,275,258,CRITICAL,16.94
2026-06-01 19:00:00,North Entry Gate,5876,14.69,26.5,63.6,1,0,2742,744,351,CRITICAL,13.23
2026-06-01 19:00:00,Parking Area,7124,2.85,26.5,63.6,1,0,181,384,392,MODERATE,2.73
2026-06-01 19:00:00,South Exit,3973,11.35,26.5,63.6,1,0,373,114,525,CRITICAL,10.91
2026-06-01 19:00:00,VIP Entrance,1416,7.08,26.5,63.6,1,0,167,71,80,CRITICAL,7.69
2026-06-01 19:30:00,Food Court,7352,9.19,25.0,64.7,1,0,1664,304,401,CRITICAL,8.33
2026-06-01 19:30:00,Main Sanctum,4235,16.94,25.0,64.7,1,0,2370,173,210,CRITICAL,18.02
2026-06-01 19:30:00,North Entry Gate,5294,13.23,25.0,64.7,1,0,1661,573,221,CRITICAL,13.05
2026-06-01 19:30:00,Parking Area,6824,2.73,25.0,64.7,1,0,170,343,408,MODERATE,2.18
2026-06-01 19:30:00,South Exit,3817,10.91,25.0,64.7,1,0,339,116,572,CRITICAL,10.13
2026-06-01 19:30:00,VIP Entrance,1538,7.69,25.0,64.7,1,0,239,73,73,CRITICAL,6.01
2026-06-01 20:00:00,Food Court,6664,8.33,22.2,74.1,1,0,1840,355,313,CRITICAL,8.25
2026-06-01 20:00:00,Main Sanctum,4506,18.02,22.2,74.1,1,0,2786,214,237,CRITICAL,15.46
2026-06-01 20:00:00,North Entry Gate,5219,13.05,22.2,74.1,1,0,2105,680,259,CRITICAL,13.84
2026-06-01 20:00:00,Parking Area,5450,2.18,22.2,74.1,1,0,135,292,301,MODERATE,2.66
2026-06-01 20:00:00,South Exit,3545,10.13,22.2,74.1,1,0,321,100,489,CRITICAL,10.47
2026-06-01 20:00:00,VIP Entrance,1203,6.01,22.2,74.1,1,0,167,54,63,CRITICAL,6.96
2026-06-01 20:30:00,Food Court,6599,8.25,24.0,67.5,1,0,1412,323,390,CRITICAL,6.61
2026-06-01 20:30:00,Main Sanctum,3866,15.46,24.0,67.5,1,0,2566,187,210,CRITICAL,12.98
2026-06-01 20:30:00,North Entry Gate,5536,13.84,24.0,67.5,1,0,2242,711,289,CRITICAL,10.6
2026-06-01 20:30:00,Parking Area,6659,2.66,24.0,67.5,1,0,174,341,344,MODERATE,2.4
2026-06-01 20:30:00,South Exit,3664,10.47,24.0,67.5,1,0,290,100,481,CRITICAL,8.53
2026-06-01 20:30:00,VIP Entrance,1392,6.96,24.0,67.5,1,0,157,71,73,CRITICAL,5.87
2026-06-01 21:00:00,Food Court,5291,6.61,21.3,73.7,1,0,1237,256,306,CRITICAL,5.87
